Filing Date,Ticker,Company Name,Trade Type,days_since_prev,days_until_next,overlap_0_1,overlap_0_5,overlap_0_10,overlap_0_20,overlap_m20_m1,overlap_m20_p20,company_date
2024-12-09,TSLA,"Tesla, Inc.",S - Sale+OE,3.0,30.0,False,False,False,False,True,True,TSLA_2024-12-09
2025-01-08,TSLA,"Tesla, Inc.",S - Sale+OE,30.0,28.0,False,False,False,False,False,False,TSLA_2025-01-08
2025-02-05,TSLA,"Tesla, Inc.",S - Sale+OE,28.0,28.0,False,False,False,False,False,False,TSLA_2025-02-05
2025-03-05,TSLA,"Tesla, Inc.",S - Sale+OE,28.0,1.0,True,True,True,True,False,True,TSLA_2025-03-05
2025-03-06,TSLA,"Tesla, Inc.",S - Sale+OE,1.0,6.0,False,False,True,True,True,True,TSLA_2025-03-06
2025-03-12,TSLA,"Tesla, Inc.",S - Sale+OE,6.0,28.0,False,False,False,False,True,True,TSLA_2025-03-12
2025-04-09,TSLA,"Tesla, Inc.",S - Sale+OE,28.0,22.0,False,False,False,False,False,False,TSLA_2025-04-09
2025-05-01,TSLA,"Tesla, Inc.",S - Sale+OE,22.0,4.0,False,True,True,True,False,True,TSLA_2025-05-01
2025-05-05,TSLA,"Tesla, Inc.",S - Sale+OE,4.0,3.0,False,True,True,True,True,True,TSLA_2025-05-05
2025-05-08,TSLA,"Tesla, Inc.",S - Sale+OE,3.0,5.0,False,True,True,True,True,True,TSLA_2025-05-08
2025-05-13,TSLA,"Tesla, Inc.",S - Sale+OE,5.0,7.0,False,False,True,True,True,True,TSLA_2025-05-13
2025-05-20,TSLA,"Tesla, Inc.",S - Sale+OE,7.0,9.0,False,False,True,True,True,True,TSLA_2025-05-20
2025-05-29,TSLA,"Tesla, Inc.",S - Sale+OE,9.0,,False,False,False,False,True,True,TSLA_2025-05-29
2024-11-08,TXN,Texas Instruments Inc,S - Sale,,89.0,False,False,False,False,False,False,TXN_2024-11-08
2025-02-05,TXN,Texas Instruments Inc,S - Sale,89.0,14.0,False,False,False,True,False,True,TXN_2025-02-05
2025-02-19,TXN,Texas Instruments Inc,S - Sale,14.0,,False,False,False,False,True,True,TXN_2025-02-19
2024-11-08,TXN,Texas Instruments Inc,S - Sale+OE,,5.0,False,True,True,True,False,True,TXN_2024-11-08
2024-11-13,TXN,Texas Instruments Inc,S - Sale+OE,5.0,13.0,False,False,False,True,True,True,TXN_2024-11-13
2024-11-26,TXN,Texas Instruments Inc,S - Sale+OE,13.0,86.0,False,False,False,False,True,True,TXN_2024-11-26
2025-02-20,TXN,Texas Instruments Inc,S - Sale+OE,86.0,5.0,False,True,True,True,False,True,TXN_2025-02-20
2025-02-25,TXN,Texas Instruments Inc,S - Sale+OE,5.0,2.0,False,True,True,True,True,True,TXN_2025-02-25
2025-02-27,TXN,Texas Instruments Inc,S - Sale+OE,2.0,4.0,False,True,True,True,True,True,TXN_2025-02-27
2025-03-03,TXN,Texas Instruments Inc,S - Sale+OE,4.0,,False,False,False,False,True,True,TXN_2025-03-03
2025-01-29,VZ,Verizon Communications Inc,S - Sale,,1.0,True,True,True,True,False,True,VZ_2025-01-29
2025-01-30,VZ,Verizon Communications Inc,S - Sale,1.0,1.0,True,True,True,True,True,True,VZ_2025-01-30
2025-01-31,VZ,Verizon Communications Inc,S - Sale,1.0,5.0,False,True,True,True,True,True,VZ_2025-01-31
2025-02-05,VZ,Verizon Communications Inc,S - Sale,5.0,1.0,True,True,True,True,True,True,VZ_2025-02-05
2025-02-06,VZ,Verizon Communications Inc,S - Sale,1.0,21.0,False,False,False,False,True,True,VZ_2025-02-06
2025-02-27,VZ,Verizon Communications Inc,S - Sale,21.0,56.0,False,False,False,False,False,False,VZ_2025-02-27
2025-04-24,VZ,Verizon Communications Inc,S - Sale,56.0,7.0,False,False,True,True,False,True,VZ_2025-04-24
2025-05-01,VZ,Verizon Communications Inc,S - Sale,7.0,7.0,False,False,True,True,True,True,VZ_2025-05-01
2025-05-08,VZ,Verizon Communications Inc,S - Sale,7.0,,False,False,False,False,True,True,VZ_2025-05-08
2025-04-25,VZ,Verizon Communications Inc,S - Sale+OE,,14.0,False,False,False,True,False,True,VZ_2025-04-25
2025-05-09,VZ,Verizon Communications Inc,S - Sale+OE,14.0,,False,False,False,False,True,True,VZ_2025-05-09
